lat,lon,score
59.9344567,30.3358579,1750
59.9939408,30.1931792,3340
59.8960573,30.4908167,7308
60.0222574,30.3927939,166
59.8763719,30.4419351,9778
59.9286263,30.246729,3006
59.8553256,30.3690987,4167
59.8890606,30.3188488,4549
59.9358815,30.3723783,4324
59.9137795,30.326822,9974
59.8932106,30.2721591,9722
59.8581652,30.4730676,171
59.9494518,30.2694635,5322
59.9398602,30.3501087,3781
59.8404107,30.3404395,9769
59.9508056,30.4103192,4526
59.873206,30.2575328,7078
59.8594204,30.3038954,9216
59.8677836,30.2591374,8208
59.8484511,30.385309,9244
59.8922265,30.2632455,2194
59.9081579,30.2639367,513
59.9888991,30.3112602,2389
59.9371606,30.347135,3057
59.9369995,30.3526375,4924
59.7375047,30.4015411,3154
59.8303044,30.422523,2943
59.7341441,30.5824797,258
59.7422162,30.6098902,2553
59.735362,30.583182,5897
59.9401466,30.3850884,5958
59.727102,30.4169806,4933
59.8322165,30.351256,1580
59.9725226,30.2696541,3097
59.9847619,30.2790798,7744
59.9279171,30.3765369,3422
59.7157396,30.4237109,2023
59.6871733,30.4285221,6451
59.8657398,30.3800444,1019
59.9712059,30.3874827,9272
59.9602404,30.2288443,318
59.8500717,30.403725,300
59.8340123,30.3819268,8216
60.0862369,29.95435,1361
59.969991,30.4058974,1702
59.9706892,30.4029813,2739
60.032163,30.4052627,9473
59.9757791,30.3384279,1311
59.9693103,30.408714,4907
59.8555186,30.3523906,4440
59.9740251,30.2615818,141
59.9292242,30.2694978,2660
60.0006022,30.2101831,6268
59.8481056,30.1553315,4930
60.0202591,30.4108924,7418
59.9096828,30.4722893,2684
60.085095,29.9533284,1826
60.0002594,30.3173409,9406
59.7811113,30.1087665,3103
59.9632475,30.3519648,6128
59.971691,30.3075193,9235
59.9236439,30.3558338,1086
59.9706251,30.3068091,2579
59.8504555,30.0211407,4822
59.9451276,30.382998,5564
59.8713928,30.3787639,9768
60.0165853,30.2453544,6487
60.0299985,30.218269,6354
59.9904019,29.788369,3417
59.9886078,29.7869383,4009
59.9243532,30.4160302,5535
59.8341763,30.1462505,6537
59.9452652,30.4140861,3238
59.8613579,30.1972493,1825
59.9270884,30.3530347,7661
59.9594956,30.2966137,1981
59.9312633,30.3705279,3732
60.0062647,30.211012,4154
59.9207462,30.3563134,8626
59.7861049,30.6291741,845
59.8613365,30.3039719,659
59.8561136,30.298814,9645
59.8725916,29.8578753,1643
59.9251532,30.3221426,6102
59.9523771,30.2996967,2525
60.0065089,30.2681123,9144
59.8533523,30.3163948,839
60.0218247,30.226177,3221
59.9566585,30.4150088,5888
59.8372257,30.353168,970
60.0793091,30.2584903,7504
59.9244301,30.3376846,6742
59.9397174,30.3541505,7159
59.8560517,30.3385594,8445
59.8443545,30.3992735,7813
60.0652416,30.3024163,5008
59.9882164,30.3533516,4406
59.9368965,30.3364522,3319
60.0016633,30.3870723,1774
60.0363297,30.4198389,2197
59.8539333,30.144943,7862
59.9457821,30.3807525,5643
60.0109289,30.4079698,5650
59.7387691,30.4655834,1883
59.9360897,30.2740342,4227
59.9374419,30.2754203,6176
59.9350751,30.2466487,3365
59.9280924,30.3193825,1991
59.9716562,30.3475892,4340
59.8525249,30.3574153,7244
59.9251217,30.4759145,3572
59.8277978,30.190401,1877
59.7291039,30.0831669,1334
60.0438672,30.319659,2242
59.8813853,29.8934533,4279
59.8815863,29.8945392,2073
59.8772812,29.898955,3856
59.8040147,30.3751444,733
59.9891746,30.3082947,9332
59.8527179,30.334772,5570
59.9048325,30.4686218,7587
59.7372764,30.5789874,9774
59.7466521,30.6070133,9425
59.7506909,30.5739651,9464
59.7359889,30.5753749,7144
59.7411373,30.5897054,3160
59.7737994,30.5966019,4094
59.7389471,30.5809423,3564
59.7415725,30.5647547,1874
59.8623224,30.3278832,5220
60.0224164,30.4247534,8214
59.9782041,30.3121023,9108
59.9764294,30.3129927,6157
59.9593168,30.3058511,3244
59.8615877,30.1891787,9238
59.9519438,30.4223334,4547
60.0744761,30.3397633,7278
59.949631,30.2449439,1642
59.9379249,30.3441615,7519
59.9735656,30.3988586,766
59.88649,29.861004,5764
59.9855076,30.4131056,5081
59.9855969,30.4127072,9774
60.0340638,30.4542056,4421
60.0332984,30.2951388,1426
59.8648089,30.4142745,8126
59.9869036,30.4001298,303
59.7065326,30.3879922,2185
59.8404741,30.4905154,6281
59.8609046,30.3894973,2631
59.847224,30.4060523,3775
59.7264703,30.4641828,3974
59.7324379,30.4695846,6653
60.0452733,30.3765712,4413
60.0387254,30.4008243,767
60.0407105,30.3964472,6327
60.0064344,30.4032838,5644
59.9715567,30.4346436,5037
59.8993926,30.2734396,6126
59.9648373,30.4865226,918
59.8358268,30.1322952,6345
59.8350186,30.1461936,648
59.9576693,30.4218683,9179
59.8577132,30.3890477,3384
59.8496089,30.1507997,8014
59.8371623,30.2628804,7173
59.9611738,30.3037499,3466
59.9450565,30.3783496,4744
59.8555241,30.2408719,3096
59.7374933,30.463592,6450
60.0501923,30.3810658,4643
60.0073188,30.4182184,5016
59.9942409,30.4315142,2968
59.7412086,30.090767,571
59.8563675,30.1998305,6570
60.0098564,30.4063451,4720
60.0787626,30.3423884,2192
59.8730084,30.3067957,1591
59.9257833,30.3272999,924
59.9745539,30.3033726,6502
59.9681972,30.3020992,3658
59.8901963,30.4311564,8537
60.0352204,30.2447236,5770
60.0177338,30.3669804,6429
59.8637119,30.4938365,6390
59.9339821,30.3134871,9922
59.9890159,30.3330119,8045
60.0180635,30.3188516,1521
60.0110941,30.2573148,4789
60.043084,30.3289296,8090
60.0481935,30.3603084,2249
59.9227614,30.3504795,5717
60.0469522,30.3267915,6962
60.0354243,30.3743217,1287
60.0178823,30.3754554,5095
59.8264614,30.3260198,4137
59.9485074,30.2806347,6866
59.897374,30.4320287,6874
59.8703027,29.8488223,7003
59.8585506,30.1890332,4213
60.0144582,30.2582573,5891
60.0507571,30.3420462,3512
59.7960963,30.1597696,5934
59.8077858,30.3814899,4449
59.9981144,30.2790044,2348
60.012072,30.3114626,291
59.9931834,30.4338398,1518
60.055078,30.3355295,3017
59.9329511,30.4630892,7509
59.9702161,30.4022004,1206
60.037368,30.4304487,4297
59.8365586,30.3581215,4201
59.8150757,30.2934117,553
60.001116,30.2059325,8130
59.8380667,30.3560736,6328
59.9968362,30.3823336,7110
59.8910553,30.4202482,5053
59.9153707,30.4699918,5876
59.8642049,30.4729589,675
59.9430134,30.4788784,8955
59.8438609,30.2768091,1913
59.8678953,29.9185347,3891
59.8968914,30.4757413,3490
59.9117844,30.3095069,7982
60.0365247,30.3211972,8146
60.0320149,30.3449559,6188
60.0237455,30.2197351,122
60.0172951,30.2295903,8864
59.8457642,30.4848788,9151
59.8562205,29.9507182,8318
59.936094,30.3350488,1853
60.0334076,30.4497261,6958
59.9354394,30.3274493,8229
59.8407828,30.2386645,1232
60.0161946,30.3109941,7986
60.0816605,30.3409225,6720
59.8496254,30.3271711,9685
59.8514607,30.2937449,4196
59.8603346,30.3636817,3775
60.0101265,30.2630827,9679
59.9287232,30.3051701,857
59.9321155,30.2605041,2422
59.739759,30.3951554,6827
59.8341806,30.2184619,9452
59.8462377,30.1101568,2630
59.8419327,30.2557998,7711
59.8557724,30.2073539,9190
60.0034511,30.2026811,1839
59.9156813,30.4862956,9989
60.0005654,30.2919995,3192
59.9243687,30.3278538,9477
59.9724821,30.3059127,2251
59.9050882,30.2890555,445
59.9425092,30.3609223,8481
59.8523412,30.2162185,2262
59.9234788,30.3347268,9198
60.0109896,30.4023546,8669
59.9307558,30.3657659,8631
59.93897,30.323995,4124
60.0482832,30.3527188,7467
60.0410999,30.4153643,4318
59.9408701,30.3789987,1630
59.9408878,30.390436,2482
59.8528946,30.2149581,9417
59.8810098,30.4647613,7573
60.0396029,30.3455756,7458
60.0327051,30.352171,673
59.8400704,30.3369552,7301
59.9482236,30.2396795,5528
60.0300352,30.416268,284
60.0070074,30.2464815,5920
60.0079638,30.2470169,5327
60.0074335,30.2467134,1293
59.9311016,30.4205371,1081
60.0401983,30.414634,9643
60.0441351,30.3889006,9822
60.0115511,30.2854906,3177
59.8313526,30.1437826,3889
59.8359375,30.1362364,7963
59.8434315,30.2285882,3593
59.8322671,30.1502743,9089
60.0023864,30.3584238,3486
59.9293046,30.3479647,3622
59.8600178,30.2407888,7588
59.8715688,30.2677939,2124
59.8562411,30.2408222,6009
59.8592117,30.2463786,6513
59.9367944,30.3408586,9103
59.8501909,30.3686452,9
59.8779071,30.478922,6303
60.0133313,30.2679241,4167
59.8500473,30.2057212,1091
59.9285751,30.3503051,8714
59.9432496,30.348898,218
59.7439559,30.5826235,8752
59.8514626,30.2963832,3000
59.8397645,30.139345,8145
59.827345,30.2158983,6895
59.8665834,30.4690003,161
60.0049564,30.2532054,5250
59.9210515,30.3535032,2749
59.9292749,30.3120929,8487
59.8390515,30.350963,4844
59.9361306,30.3504077,5123
59.8423235,30.2422896,4441
59.9235602,30.3484223,7274
60.0172547,30.4029102,2400
59.9337177,30.3693817,5266
59.9963462,30.2056964,544
59.8321227,30.3392869,8642
59.8800949,30.4580316,9492
59.9842182,30.3493358,854
59.8378815,30.3968103,6139
60.0366036,30.3952702,1648
60.0775144,30.3361823,8467
60.0717059,30.3222297,6688
59.9608211,30.3324449,7411
59.8199678,30.3259255,3088
59.8718388,30.30018,897
59.9297667,30.4199469,529
59.9295037,30.4202374,6939
59.9535558,30.4705006,8799
60.0475527,30.3788877,5407
59.8506626,30.027373,7084
59.9001984,30.4902669,4747
59.9000987,30.4905201,2248
59.9129956,30.2978177,4027
59.950154,30.2663915,3845
60.0292252,30.4150272,2341
59.8612686,30.398609,4138
59.8043895,30.3809973,9737
59.9983587,30.3606426,8625
59.8955525,29.7735751,5764
59.9055177,29.7785639,2856
59.9074973,29.7751783,4035
59.9280813,30.3384551,6695
59.9302804,30.3425217,7
59.8335745,30.196778,9894
60.0779414,30.3441041,9074
59.853506,30.1410828,3723
59.9288532,30.3151752,3147
59.8422751,30.4886551,4199
59.8324095,30.5092138,2782
60.0808966,30.3441578,4031
59.9632133,30.3013321,5644
59.9429481,30.3784893,9134
59.9294653,30.3440053,7321
59.9240244,30.2858211,1051
59.8707806,29.9109662,7824
59.9850305,30.3315432,1682
59.8536126,30.339743,8169
60.0384081,30.4024563,74
59.9035682,29.7702404,5891
59.9114468,29.7849804,3965
59.9279292,30.3464564,6203
60.0094635,30.4049794,3359
59.8645616,30.3718959,7077
59.9942153,29.783311,7907
59.965226,30.2897463,7248
59.9965539,29.7681486,9717
59.9934813,29.7591242,8663
59.9618023,30.2908918,2192
60.0228125,30.3734388,603
59.9208871,30.3106096,1268
59.8556278,30.224815,3145
59.9550035,30.2174828,7460
59.8909203,30.3171642,7564
60.0112478,30.2460361,4213
60.0848346,29.9577534,6065
60.0347123,30.4484748,7613
60.0352499,30.4463375,3308
59.8557014,30.3460068,6658
59.8468162,30.3308207,1112
59.8690227,30.3624207,4434
60.0103404,30.2642917,7598
59.9292874,30.4719078,1212
59.7856585,30.6231106,2535
59.8343213,30.4225818,8674
59.9370786,30.3223998,7505
59.7447719,30.5614184,3387
59.9997058,30.3342492,7744
59.8312016,30.5034273,9901
59.9630672,30.3139838,3122
59.9400986,30.4176366,4021
59.8068086,30.5803025,9666
59.880658,30.4633621,4245
59.8489988,30.3873991,2042
59.8511281,30.3953866,6323
59.7384317,30.4046839,1572
59.7873075,30.1493435,6956
59.9298251,30.3694361,8400
60.0288349,30.3316117,3336
59.8592214,30.3766749,2995
59.8456224,30.2539716,4412
59.9470206,30.3422529,4588
59.8550954,30.2651648,5947
59.9086179,30.4795894,916
59.8768785,30.2746046,4215
59.760173,30.4697918,2533
59.7318046,30.4658783,8453
59.7360046,30.4538762,8360
59.9378775,30.3559939,3903
59.974857,30.3176258,5269
59.6717322,30.0698698,5435
59.9851093,30.2133582,2788
59.9303151,30.3656408,5158
59.8328216,30.2037002,8702
59.8903443,30.3174101,8070
59.8676969,30.4628803,4709
59.8514192,30.2766608,3402
59.8440995,30.3354001,2785
59.8777454,29.9149089,7892
60.0778053,30.3439821,8926
59.9442893,30.4796082,7954
59.855038,30.2054927,849
59.8631922,30.1798631,2738
60.0719749,30.2424405,1300
59.955085,30.2169916,3074
59.9842475,30.3982797,8057
59.8313561,30.505676,2398
59.9797127,30.4052271,7892
59.9429816,30.2100034,1471
59.912195,30.290057,3429
59.9995209,30.218349,5228
60.0036888,30.2418334,6684
