lat,lon,score
55.7788092,37.8278272,5730
55.6819851,37.7433585,1801
55.8585991,37.6995976,716
55.5877974,37.663698,219
55.5889661,37.6655568,6585
55.7346833,37.8308751,2749
55.7035384,37.4734199,930
55.6696353,37.5529887,4060
55.7180924,37.5793718,5102
55.7757795,37.7086907,4672
55.7007578,37.7591614,3113
55.8245882,37.5232065,3646
55.5888675,37.6125537,1553
55.7796324,37.5249598,341
55.7815877,37.7073972,6085
55.6940104,37.8175131,7638
55.6758341,37.5407115,3700
55.54614,37.5575371,8778
55.7454239,37.6612505,7946
55.5669087,37.5669637,5099
55.8549197,37.4107705,784
55.8516326,37.4216694,4018
55.811069,37.7025367,6009
55.812789,37.7167729,219
55.7117065,37.4214077,5134
55.6008055,37.4818784,758
55.9991294,37.1922475,6613
55.867651,37.5900189,7822
55.7255907,37.634135,8243
55.7212552,37.4188328,1975
55.8187502,37.7223822,9960
55.5617399,37.5830899,4582
55.8528946,37.6089089,1758
55.719956,37.4287677,2117
55.7841257,37.6895557,289
55.7937489,37.8052904,7329
55.7720673,37.5941324,8618
55.7692381,37.5833088,5415
55.7712838,37.5866525,8349
55.7687125,37.5808106,2624
55.8949705,37.5300414,6387
55.7450049,37.7933358,4027
55.6843565,37.6859795,3838
55.6845852,37.6868957,2150
55.8267903,37.5203405,9183
55.7963201,37.8126728,4408
55.7481954,37.775194,8276
55.7480422,37.7665531,3416
55.8059076,37.3954441,7709
55.7380464,37.8359799,7321
55.8740361,37.5492632,9827
55.8798133,37.549006,2684
55.8772936,37.5589453,6627
55.8783689,37.5481326,1441
55.7694453,37.4907331,9239
55.7029036,37.7365955,4814
55.6838064,37.7233366,3839
55.6808956,37.7179418,9332
55.8027356,37.6500292,1098
55.7476499,37.5852341,9791
55.7045615,37.569965,1421
55.8511255,37.6788048,1199
55.8800078,37.708031,2824
55.669095,37.4534631,2698
55.7658249,37.7433612,7915
55.6591173,37.4911757,7798
55.6653005,37.4936162,7223
55.788485,37.469819,8875
55.655966,37.5976481,4089
55.5708116,37.450723,1859
55.5475302,37.5656233,2006
55.8700573,37.6570663,5272
55.5747694,37.5801087,6317
55.7654936,37.6699793,2715
55.8513181,37.6459204,2506
55.7233757,37.6916854,1785
55.6167628,37.7279183,9271
55.6188394,37.7307046,3039
55.6218991,37.7271421,5465
55.6137684,37.7334292,9091
55.786997,37.6296027,9259
55.7223953,37.5611564,6945
55.604406,37.6164329,556
55.7214243,37.5660241,5532
55.7785535,37.7215318,8116
55.7990865,37.5674882,5481
55.5835338,37.6827924,439
55.8027579,37.5641776,9313
55.7459877,37.6560388,194
55.783572,37.5596177,9439
55.6493756,37.5672831,7360
55.7410357,37.8517768,8778
55.6679966,37.5902353,7255
55.7757335,37.6137528,9033
55.7619053,37.6282681,1129
55.6364137,37.5980612,2863
55.8272986,37.4448743,7624
55.8790799,37.579451,487
55.7077903,37.6220823,7870
55.8590019,37.6598454,9096
55.7381331,37.6147249,1556
55.7204211,37.4317546,6931
55.475527,37.3069447,6568
55.6322834,37.5375567,1794
55.8027666,37.4561876,7248
55.8060815,37.4616146,4676
55.7171369,37.7838445,275
55.8529064,37.5858299,7923
55.7949308,37.5789255,9131
55.7817925,37.4562389,3166
55.8062286,37.7190702,9817
55.8057198,37.7222824,1995
55.8466052,37.4461729,2731
55.7543486,37.5339639,8154
55.6677889,37.543953,4566
55.679872,37.6405309,2752
55.7308781,37.441802,933
55.7633904,37.6054897,3797
55.6781903,37.7593206,1960
55.8082675,37.6350141,5464
55.8256115,37.8207731,331
55.6337412,37.5340662,7822
55.5959319,37.5922253,5755
55.7761199,37.493826,8053
55.7292109,37.6774721,9582
55.8179578,37.7243078,3021
55.818593,37.7222249,4338
55.7425846,37.5775625,5
55.8191883,37.7052222,9552
55.9979889,37.2104576,3428
55.6853438,37.6847231,158
55.8147923,37.7065196,8558
55.7568223,37.6018195,6679
55.787036,37.491301,8935
55.7922355,37.7803729,7477
55.7072002,37.5780396,9061
55.8005398,37.7199038,8812
55.8930734,37.6630625,3978
55.8398222,37.5732669,3881
55.8401658,37.5745562,9575
55.7741932,37.5460587,9853
55.7785824,37.6664004,9962
55.8673982,37.5260696,9026
55.6260486,37.7360994,7691
55.8191839,37.5788365,386
55.5383602,37.5370726,2605
55.6437231,37.5108647,5747
55.708388,37.5108421,1767
55.7414453,37.4757129,4483
55.8123278,37.6355435,1160
55.7070147,37.5914353,9761
55.7601669,37.6802406,304
55.730176,37.7312197,5303
55.7102333,37.5998319,6935
55.5750646,37.6476325,3547
55.5808898,37.6578065,3989
55.7322167,37.4619475,5605
55.5321156,37.5198127,9653
55.7850304,37.5130882,9839
55.7298981,37.6685653,5346
55.9924094,37.2164059,2042
55.9932729,37.2132454,8017
55.5964521,37.3440277,2569
55.5962565,37.3426091,7713
55.7385489,37.674168,2410
55.8294818,37.8172451,3843
55.594002,37.6640238,7005
55.5950859,37.6578122,3063
55.7207068,37.7872204,4918
55.7431733,37.8207594,4639
55.6185233,37.5915351,7979
55.5267407,37.4463214,1310
55.7433969,37.6615617,5965
55.7723123,37.6475405,5886
55.816411,37.7890045,2841
55.8826634,37.5195389,3527
55.7749902,37.8202481,2242
55.7889744,37.8069768,5036
55.4010308,37.4482129,6898
55.3994956,37.4411241,1289
55.400905,37.4504483,1137
55.5057341,37.3331675,545
55.5698247,37.5788355,283
56.0001977,37.2089999,1340
55.995724,37.2117502,8353
55.8579179,37.4439146,5335
56.0006381,37.206058,3356
55.742378,37.4298729,6886
55.7680685,37.6468445,5716
55.5723856,37.565422,1523
56.0030028,37.2059946,8838
55.9965351,37.2162265,3917
55.7932267,37.6245408,8712
55.776227,37.6489349,7284
55.7760304,37.6423001,6555
55.7928377,37.7885319,7108
55.8744276,37.6095165,854
55.8780158,37.5228794,9629
55.8146303,37.8130642,3268
55.9975431,37.236628,9200
55.7653836,37.8332002,6339
55.7595745,37.7951792,6453
55.7695123,37.6697983,3867
55.7855238,37.5957748,6720
55.4071999,37.2059711,9221
55.8208941,37.8229974,8128
55.7944709,37.798487,1057
55.8424429,37.5531719,787
55.625201,37.6769381,7025
55.9969891,37.218563,9068
55.9891131,37.2271831,1664
56.009128,37.2001081,1427
55.7899154,37.6131922,1190
55.789096,37.6133346,1678
55.8209134,37.5237796,9720
55.775816,37.5331963,1883
55.7195147,37.4181102,6910
55.7406121,37.5916325,2565
55.5120328,37.573815,9769
55.8051549,37.4179907,4798
55.8716313,37.4690486,758
55.8336707,37.4529935,529
55.843137,37.4910502,9038
55.6403731,37.6908567,3921
55.821813,37.5800245,6414
55.7663241,37.6107376,3164
55.6369458,37.5984585,4176
55.8231515,37.7570032,6419
55.8215233,37.7516638,7491
55.7962105,37.738815,8039
55.7910525,37.7732825,3807
55.6764812,37.7184675,7233
55.6758338,37.7200853,855
55.6768132,37.7199964,1046
55.7851534,37.7360868,3638
55.6182621,37.6462992,9932
55.7320053,37.5896874,4153
55.7397641,37.546152,7293
55.8467168,37.4895158,856
55.7218108,37.4235767,8438
55.8504308,37.4457301,6106
55.7210047,37.4272037,7686
55.7994828,37.8002438,9332
55.8126519,37.5730407,7529
55.7420335,37.7719329,7868
55.7395136,37.7708474,7052
55.7428751,37.4921452,7194
55.7036698,37.6856665,8309
55.7071902,37.6736834,1512
55.7757459,37.6915396,4168
55.7077775,37.4047111,7947
55.7607158,37.6481852,281
55.7768851,37.6072637,4715
55.650606,37.3881133,8392
55.9844428,37.1565734,7687
55.7923736,37.5792702,8132
55.8457565,37.4390904,3893
55.7932123,37.8109207,9051
55.8715494,37.6835586,8633
55.6780091,37.5289926,8450
55.687055,37.5271541,678
55.8170191,37.7356846,7291
55.8138298,37.5991127,1535
55.7095476,37.4709396,4832
55.708631,37.3941503,6992
55.855038,37.65313,2331
55.7175357,37.4141378,2801
55.7270051,37.5613776,6613
55.5916429,37.3661099,4469
55.7700924,37.6319832,9606
55.799884,37.7815875,6148
55.7662895,37.6310922,2806
55.6651266,37.4812476,7761
55.6779984,37.5076934,8545
55.7492218,37.6624399,9970
55.7514498,37.5838036,7404
55.7661497,37.6214882,3565
55.7753994,37.5891613,4333
55.7762542,37.5963245,9598
55.7855566,37.6360021,2978
55.796989,37.5414657,9836
55.8336279,37.4864487,2252
55.8550824,37.6837878,8075
55.8866816,37.5436463,2415
55.847708,37.5728631,6269
55.7352533,37.4862627,9772
55.5739305,37.6690941,6934
55.7576746,37.6337586,6140
55.7374844,37.8291262,5266
55.7536144,37.6380784,9610
55.7646265,37.6561611,2095
55.7616347,37.6495899,2495
55.7634716,37.6551455,6197
55.7962176,37.7874089,6846
55.6202867,37.6577317,4993
55.6906235,37.5637549,4045
55.7569322,37.5993027,5463
55.7305972,37.5900784,620
55.7587675,37.5213939,7108
55.7026975,37.7825293,6781
55.8101267,37.8285474,2090
55.9792897,37.1664292,7264
55.7794457,37.7299732,4464
55.7867378,37.5718656,7518
55.663295,37.4871928,565
55.6638241,37.4855259,252
55.6634811,37.5194853,8458
55.8160926,37.5908414,8311
55.74526,37.5580321,9034
55.693275,37.5744012,1886
55.7405644,37.6170615,5302
55.7402319,37.8258955,1299
55.8503298,37.4499596,1144
55.8539101,37.4209345,3827
55.8818838,37.6558606,4971
55.663296,37.5192046,8865
55.6726256,37.5080285,9660
55.8068935,37.7274949,3885
55.8038656,37.5657747,6256
55.6652325,37.5097465,5997
55.8004252,37.797784,4878
55.8508755,37.5966025,1549
55.8548795,37.6083572,8008
55.7449519,37.6791355,4004
55.7439834,37.5469122,814
55.6726782,37.5549776,3341
55.8280602,37.3507133,3831
55.8084624,37.6446855,4653
55.6585547,37.472836,5355
55.6641233,37.5119169,2835
55.6778506,37.4899753,761
55.9055123,37.3848953,2483
55.7504544,37.4978415,8310
55.6420865,37.5422512,3874
55.8081352,37.5104887,4975
55.8051011,37.8190241,4218
55.8155748,37.5692457,9547
55.8311671,37.571991,9710
55.6856355,37.7378407,279
55.6786703,37.6441726,8985
55.7086251,37.819168,8214
55.6842023,37.5688969,3493
55.7579968,37.548115,4556
55.7946756,37.7852833,7092
55.9706887,37.1524141,2804
55.9778498,37.1548258,7240
55.8928212,37.5911724,8027
55.6368977,37.6525736,1702
55.8328128,37.6522327,8132
55.7305008,37.4155597,9328
55.7595101,37.6458759,7213
55.7677238,37.6007297,8406
55.7911488,37.8183162,9451
55.690233,37.4508425,296
55.801919,37.5080013,4875
55.7612106,37.6471774,9689
55.760766,37.6462899,5053
55.6638922,37.4861223,5768
55.873562,37.6380554,9600
55.7244154,37.4371011,1003
